Date,Header,Content,sentiment_score,impact_score,relevance_score,confidence,short_term_score,medium_term_score,sentiment_momentum,sentiment_volatility,sentiment_trend
2025-05-27,"Ngành quan trọng rơi vào suy thoái, Trung Quốc rục rịch thành lập hàng loạt ngân hàng 'đối đầu' với JPMorgan của Mỹ","TIN MỚI Theo Cơ quan Quản lý Tài chính Quốc gia Trung Quốc, gần 5% số ngân hàng ở khu vực nông thôn của nước này đã đóng cửa trong năm qua, một phần trong chiến dịch cải tổ sâu rộng sau nhiều năm tín dụng tăng trưởng nóng và quản trị yếu kém. Song song đó, hơn 20% tài sản của ngành chứng khoán đang nằm trong tay các công ty đang hoặc đã trải qua quá trình sáp nhập kể từ cuối năm 2023, theo S&P Global Ratings. Mục tiêu cuối cùng của Bắc Kinh là giảm sự phân mảnh trong ngành tài chính, vốn có hàng nghìn tổ chức quy mô nhỏ, để hình thành một nhóm ngân hàng và định chế đầu tư hàng đầu có khả năng cạnh tranh với các “ông lớn” phương Tây như JPMorgan Chase hay Morgan Stanley. Chủ tịch Tập Cận Bình từng nhấn mạnh cần phải “bồi dưỡng một số ngân hàng và công ty đầu tư hạng nhất” để nâng cao hiệu quả của dịch vụ tài chính đối với nền kinh tế thực. Mới đây, Ủy ban Chứng khoán Trung Quốc cũng tái khẳng định ưu tiên tăng năng lực cốt lõi cho các định chế lớn thông qua mua bán và sáp nhập (M&A). “Hệ thống tài chính với nhiều ngân hàng và công ty chứng khoán quy mô lớn sẽ giúp Trung Quốc kiểm soát chính sách tài chính tốt hơn trong giai đoạn chuyển đổi kinh tế, đồng thời giảm thiểu rủi ro hệ thống,” George Magnus, chuyên gia tại Trung tâm Trung Quốc thuộc Đại học Oxford nhận định. Trung Quốc hiện có tới 3.603 ngân hàng nông thôn, chiếm 95% tổng số tổ chức tín dụng nhưng chỉ nắm 13,3% tổng tài sản ngân hàng. Do đó, việc sáp nhập, tái cấu trúc và loại bỏ những ngân hàng yếu kém là điều kiện tiên quyết để củng cố toàn ngành. Về phía ngành chứng khoán, các công ty môi giới nhỏ đang vật lộn với tình trạng dòng vốn đầu tư và hoạt động niêm yết sụt giảm, khiến một loạt M&A diễn ra. Trong đó, nổi bật là kế hoạch sáp nhập Guotai Junan và Haitong Securities, 2 công ty chứng khoán lâu đời nhất tại Trung Quốc dưới sự chỉ đạo của SASAC Thượng Hải. “Chúng ta có thể thấy nhiều đợt cải tổ quy mô lớn liên quan đến nhiều công ty chứng khoán cùng nằm ‘dưới chướng' các tập đoàn quản lý tài sản nhà nước,” Karen Wu, chuyên gia phân tích tại CreditSights Singapore dự báo. Song song với việc sắp xếp lại thị trường trong nước, Trung Quốc cũng đang chuẩn bị tăng sự hiện diện trên toàn cầu một cách rõ ràng hơn, từ cho vay quốc tế, cơ cấu lại nợ trong các dự án Vành đai – Con đường (BRI) đến thúc đẩy quốc tế hóa đồng nhân dân tệ. “Trung Quốc hiểu rõ họ cần một hệ thống tài chính đủ lớn và mạnh để sẵn sàng ‘đối đầu’ với các định chế phương Tây,” Magnus nói. “Việc củng cố ngành tài chính giờ đây mang ý nghĩa chiến lược cả về kinh tế lẫn địa chính trị.” Giới chuyên gia nhận định chiến dịch này sẽ kéo dài cả thập kỷ, chứ không thể hoàn thành trong một vài năm. “Vấn đề không chỉ là giảm số lượng tổ chức tài chính, mà là làm sao để những tổ chức còn lại mạnh hơn, quản trị rủi ro tốt hơn và hoạt động hiệu quả hơn,” Ryan Tsang, Giám đốc điều hành tại S&P Global Ratings nhấn mạnh. Sau nhiều năm đối phó với nợ công địa phương, khủng hoảng bất động sản và bong bóng tín dụng, Trung Quốc giờ đây tự tin rằng các rủi ro lớn nhất đã được kiểm soát, tạo điều kiện để chuyển trọng tâm sang cải cách chất lượng. Richard Xu, chuyên gia tài chính tại Morgan Stanley, nhận định: “Hệ thống tài chính Trung Quốc hiện đang ở thời điểm ổn định nhất trong một thập kỷ qua. Đây là lúc phù hợp để tinh gọn bộ máy và nâng cao hiệu quả.” Tham khảo FT﻿",0.03625,0.03625,0.887955,0.887955,0.03625,0.050873,0.877867,0.660649,0.026549
2025-05-31,"Nghệ thuật ‘cảnh báo khủng hoảng’ của Jamie Dimon giúp JPMorgan Chase lãi 58 tỷ USD, vô địch toàn ngành nhưng lại khiến nhà đầu tư ‘khóc ròng’","TIN MỚI Trong thế giới hàng đầu của các CEO ngân hàng toàn cầu, hiếm có nhân vật nào vừa nhận được ngưỡng mộ vừa gợi lên sự tò mò như Jamie Dimon, Chủ tịch kiêm Giám đốc điều hành (CEO) của JPMorgan Chase. Ông được biết đến không chỉ vì khả năng lèo lái một tập đoàn tài chính khổng lồ với quy mô toàn cầu, mà còn vì sự bi quan công khai dường như chưa bao giờ vơi. Thế nhưng điều trớ trêu là càng lo lắng, ngân hàng của ông lại càng có lãi liên tục suốt 7 năm liền, thâu tóm hàng loạt đối thủ. Hiện JPMorgan Chase đang là tổ chức tài chính có tổng vốn hóa lớn nhất toàn ngành, chi đến 18 tỷ USD mỗi năm cho đầu tư công nghệ, bao gồm cả trí thông minh nhân tạo (AI) nhằm nâng cao khả năng dự báo và quản trị rủi ro. Lợi nhuận thường niên của JPMoragn Chase (tỷ USD) ""Thành tích lãnh đạo ngân hàng của ông ấy thật đáng kinh ngạc. Thế nhưng thành tích đưa ra dự đoán về thảm họa kinh tế của ông ấy thì không tốt bằng"", chuyên gia Ben Mackovak của Strategic Value Bank Partner nhận định về CEO Dimon. Càng lo càng thắng Hãng tin CNBC cho hay trong suốt 20 năm lèo lái JPMorgan Chase, vị CEO 69 tuổi đã xây dựng được một đế chế tài chính chưa từng thấy trong lịch sử. Không ít lần, CEO Dimon đã gieo tâm lý lo ngại vào dư luận, từ dự đoán ""cơn bão tài chính"" ập vào nền kinh tế Mỹ sau đại dịch cho đến nhận định về ""thời khắc nguy hiểm nhất trong vài thập kỷ"" trước nguy cơ địa chính trị và lạm phát. Vị CEO này không ngần ngại gọi những biến động trái khoán, nợ công Mỹ hay xung đột địa chính trị là ""chướng ngại vật"" có thể hạ gục bất kỳ ngân hàng nào không đủ sức đề kháng. Ví dụ, năm 2015, vị CEO này cảnh báo: ""Sẽ có một cuộc khủng hoảng nữa diễn ra"" trong thư gửi cổ đông. Tuy nhiên chẳng có gì diễn ra cho đến khi đại dịch Covid-19 năm 2020 xảy ra. Thế rồi trong thư gửi cổ đông năm 2022, CEO Dimon tiếp tục cảnh báo: ""Mọi thứ đang có vẻ suôn sẻ, nhưng cơn bão đằng xa đang trực chờ"". Một năm sau, ông tiếp tục nhấn mạnh ""đây có thể là thời điểm nguy hiểm nhất thế giới đã chứng kiến trong vài thập kỷ"" khi nói về khả năng Mỹ cùng lúc chịu tác động bởi suy thoái và lạm phát cao. Dẫu vậy, nền kinh tế Mỹ dường như chưa có sự khủng hoảng hay suy thoái nào diễn ra như lời CEO Dimon cảnh báo. Thậm chí những nhà đầu tư nghe lời CEO này, chuyển hướng đầu tư phòng thủ lại bỏ lỡ mất 2 năm tăng trưởng tốt nhất của S&P 500 trong nhiều thập kỷ. Đặc biệt hơn, nghịch lý của câu chuyện nằm ở chỗ trong khi Dimon liên tục nhắc đến khủng hoảng, JPMorgan lại ngày một hùng mạnh. Từ 2015–2024, ngân hàng này thiết lập tới bảy kỷ lục lợi nhuận thường niên, gấp đôi con số mà họ đạt được trong thập kỷ đầu Dimon làm CEO (2006–2015). Bình quân mỗi năm đế chế tài chính này đem về 20 tỷ USD lợi nhuận. Năm 2024, JPMorgan ghi nhận lợi nhuận kỷ lục 58,5 tỷ USD, chiếm ngôi vô địch toàn ngành về lợi nhuận, thị phần thẻ tín dụng, ngân hàng doanh nghiệp nhỏ và cả ngân hàng đầu tư. Tập đoàn này cũng có nhiều chi nhánh, tiền gửi và người dùng trực tuyến hơn bất kỳ đối thủ nào, đồng thời xử lý hơn 10 nghìn tỷ USD giá trị giao dịch mỗi ngày. Vậy tại sao một CEO tài ba như Dimon lại liên tục phát đi những cảnh báo có phần tiêu cực? Theo các chuyên gia, đó là nghệ thuật cảnh giác toàn thắng của vị lãnh đạo này. Mang dù ngày nắng Chuyên gia Mackovak của Strategic Value nhận định đây có thể là chiêu trò nâng tầm thương hiệu, hình ảnh cá nhân của Jamie Dimon hoặc là nước đi toàn thắng của vị CEO này. Nếu khủng hoảng thực sự xảy ra, Dimon sẽ khẳng định mình đã sớm cảnh báo, củng cố uy tín lãnh đạo thận trọng. Nếu khủng hoảng không xảy ra, điều đó càng chứng tỏ mô hình kinh doanh của JPMorgan vững vàng, khiến cổ phiếu ngân hàng không ngừng tăng giá. Điều này chẳng khác gì việc CEO Dimon mang ô ngày nắng, nếu mưa thì dùng còn không thì cũng chẳng ảnh hưởng gì. Những người chịu tác động ở đây là các nhà đầu tư nghe theo lời CEO Dimon. ""Danh tiếng của bạn sẽ hoen ố nếu quá lạc quan để rồi thị trường đi xuống. Điều này sẽ gây tổn hại đến ngân hàng và khiến CEO trông thật ngu ngốc, nhưng nếu nhận định bi quan thì bạn sẽ chỉ như một CEO thận trọng và chu đáo"", một Cựu chủ tịch ngân hàng xin được giấu tên nói với CNBC về CEO Dimon. Tuy nhiên, nhà phân tích Charles Peabody của Portales Partners cho rằng CEO Dimon có động cơ thầm kín khác khi liên tục bình luận bi quan, đó là buộc nhân viên luôn trong tâm thế trực chiến, không có chỗ cho chủ quan. ""Tôi nghĩ rằng lời lẽ này là để nhóm quản lý của ông ấy tập trung vào những rủi ro trong tương lai, bất kể chúng có xảy ra hay không. Với một thương hiệu có hiệu suất cao, tăng trưởng cao, ông ấy đang cố gắng ngăn họ trở nên tự mãn"", ông Peabody nhận định. Nhìn vào kết quả kinh doanh của JPMorgan trong giai đoạn lãi suất tăng mạnh 2022–2023, rõ ràng Dimon đã đúng khi long trọng tuyên bố ""hãy sẵn sàng cho lãi suất 10 năm lên 5%"" vào năm 2015, khi lợi suất trái phiếu Mỹ mới quanh quẩn 1%. Tổng vốn hóa thị trường của JPMorgan (tỷ USD) Thật vậy, đến khi Cục Dự trữ Liên bang Mỹ (FED) thực sự thắt chặt chính sách tiền tệ, các đối thủ nắm giữ nhiều trái phiếu dài hạn lãi suất thấp lâm cảnh thua lỗ, trong khi JPMorgan vẫn ung dung thu lời nhờ danh mục đa dạng và chiến lược phòng vệ hiệu quả. Nhiều nhà phân tích đánh giá đây không chỉ là may mắn, mà là hệ quả của việc CEO Dimon đã biến ngân hàng thành ""một pháo đài phòng thủ"" trước mọi cú sốc tài chính. Chính bản thân vị CEO này thường nhắc đi nhắc lại những thương vụ thâu tóm Bear Stearns, Washington Mutual và First Republic, ba ngân hàng danh tiếng gần như biến mất sau khủng hoảng, chỉ còn lại logo JPMorgan. CEO Dimon gọi đó là ""những ngôi mộ"" minh chứng cho tính khắc nghiệt của ngành tài chính: ""Trong 10 năm trước, nhiều ngân hàng có lợi nhuận cao hơn chúng tôi, nhưng giờ đây hầu hết bọn họ đã biến mất"". Trong cuộc họp ngày dành cho nhà đầu tư của ngân hàng vào tháng này, Dimon chỉ ra rằng trong thập kỷ qua, JPMorgan là một trong số ít công ty kiếm được lợi nhuận hàng năm trên 17%. Qua đó, CEO Dimon muốn gửi gắm thông điệp rằng ngôi vương không dành cho kẻ liều lĩnh hay tự mãn, mà cho những người biết chuẩn bị cho ngày mai. ""Hầu như tất cả mọi công ty tài chính lớn trên thế giới đều gần như không tồn tại được. Thế giới ngoài kia rất khắc nghiệt"", CEO Dimon cảnh báo. *Nguồn: CNBC",0.944437,0.944437,0.959735,0.959735,0.944437,0.348728,0.908188,0.658838,-0.188621
2025-06-04,JPMorgan cho phép sử dụng cổ phiếu quỹ ETF crypto làm tài sản thế chấp,JPMorgan cho phép sử dụng cổ phiếu quỹ ETF crypto làm tài sản thế chấp,0.762063,0.762063,0.768752,0.768752,0.762063,0.486506,-0.182374,0.666109,-0.269
2025-06-17,"Công ty lớn nhất thế giới hiện nay ở quốc gia nào, có tổng tài sản bao nhiêu?","Công ty lớn nhất thế giới hiện nay ở quốc gia nào, có tổng tài sản bao nhiêu?",0.219509,0.219509,0.765257,0.765257,0.219509,0.397507,-0.542554,0.665334,-0.17981
2025-06-18,"JPMorgan dự báo nửa cuối năm 2025 đầy thách thức vì ""làn sương mù của sự bất định"": Nhà đầu tư tìm tới ""hầm trú ẩn""","TIN MỚI Theo báo cáo mới nhất từ đội ngũ phân tích của JPMorgan Chase, do Fabio Bassi - trưởng bộ phận chiến lược đa tài sản dẫn đầu, “làn sương mù của sự bất định” dự kiến sẽ bao trùm các thị trường tài chính, đặc biệt là trong bối cảnh chính sách thương mại Mỹ đầy biến động. Chính sách thương mại bất ổn của Mỹ: Con dao hai lưỡi đẩy nền kinh tế đến bờ vực suy thoái Đầu năm 2025, câu chuyện chủ đạo trên thị trường là niềm tin vào sự tăng trưởng vượt trội của nền kinh tế Hoa Kỳ so với phần còn lại của thế giới, mà tâm điểm là kỳ vọng vào thời đại “Trump 2.0”. Tuy nhiên, theo JPMorgan, tâm lý toàn cầu đã chuyển dịch mạnh mẽ từ lạc quan sang lo ngại về “thiệt hại do chính sách tự gây ra” có thể đẩy Mỹ đến gần bờ vực suy thoái. Dấu hiệu cụ thể là chỉ số PMI sản xuất tháng 5/2025 bất ngờ giảm xuống 48.5 điểm, cho thấy sự thu hẹp trong hoạt động sản xuất. Ảnh do AI minh họa Với mức thuế quan trung bình áp dụng lên hàng hóa Trung Quốc có thể rơi vào mức 50% vào cuối năm 2025. Điều này báo hiệu môi trường thương mại quốc tế căng thẳng sẽ tiếp diễn, ảnh hưởng trực tiếp đến chuỗi cung ứng và lợi nhuận doanh nghiệp. Cùng với đó, theo Michael Feroli, nhà kinh tế trưởng của JPMorgan dự đoán nền kinh tế Mỹ sẽ rơi vào suy thoái trong hai quý cuối năm 2025 khi GDP giảm 1% trong quý III và 0,5% trong quý IV. Trong cả năm 2025, JPMorgan dự đoán GDP của Mỹ sẽ giảm 0,3%. Tuy nhiên, họ vẫn nhìn thấy sức bền từ “sự vững chắc của bối cảnh vĩ mô và việc thiếu mất cân bằng tín dụng”. Tỷ lệ nợ hộ gia đình so với GDP vẫn ổn định, cho thấy sức khỏe tài chính người tiêu dùng tương đối tốt. Bên cạnh đó, tác động của thuế quan đến lạm phát còn hạn chế, với mức tăng chỉ 0.1% so với tháng trước của chỉ số giá tiêu dùng (CPI) tháng 5 (giá tiêu dùng tại Mỹ tháng 5 tăng 2.4% so với cùng kỳ năm trước, thấp hơn dự báo là 2,5%). Sự giằng co giữa các dữ liệu vĩ mô yếu kém và triển vọng nội tại vững chắc tạo ra một môi trường đầy thách thức, đòi hỏi sự cẩn trọng và linh hoạt trong các quyết định đầu tư. Chiến lược cho cuối năm: Thận trọng và trú ẩn JPMorgan tin rằng sự kiên cường của thị trường, lãi suất duy trì ở mức cao trong thời gian dài hơn dự kiến và sự phát triển của chủ đề trí tuệ nhân tạo (AI) sẽ tiếp tục hỗ trợ các tài sản rủi ro trong nửa đầu năm 2025. Tuy nhiên, thị trường chứng khoán có thể tiếp tục tăng nhưng sự dẫn dắt sẽ hẹp, ví dụ 70% mức tăng của S&P 500 trong quý II/2025 đến từ 5 cổ phiếu công nghệ hàng đầu. Đối với đồng đô la Mỹ (DXY), JPMorgan duy trì quan điểm giảm giá, đặc biệt là so với các thị trường mới nổi. Họ cũng ưu tiên trái phiếu thị trường phát triển với thời gian đáo hạn ngắn hơn, ngoại trừ trái phiếu của Hoa Kỳ. Điều này phản ánh sự thận trọng đối với rủi ro lãi suất dài hạn và sự suy yếu tiềm tàng của đồng bạc xanh. Ảnh do AI minh họa. Về giá vàng, các nhà chiến lược dự đoán ít cơ hội tăng giá hơn trong ngắn hạn (giá vàng dự kiến dao động quanh mức 3.300 - 3.450 USD/ounce trong quý III/2025). Tuy nhiên, họ vẫn ủng hộ vai trò của vàng như một công cụ phòng ngừa rủi ro địa chính trị trong bối cảnh thế giới đầy biến động. Lượng nắm giữ vàng của các ngân hàng trung ương toàn cầu đã tăng 15% trong quý I/2025, cho thấy xu hướng tích trữ vàng như một tài sản dự trữ chiến lược. Theo khảo sát mới nhất của Hội đồng vàng thế giới dành cho các ngân hàng trung ương toàn cầu, 95% phản hồi trả lời tin rằng dự trữ vàng của các ngân hàng trung ương toàn cầu sẽ tăng trong 12 tháng tới. Đa số các phản hồi cho thấy các ngân hàng trung ương có thể giảm lượng nắm giữ đồng Đô la Mỹ trong 5 năm tới. Họ cũng tin rằng tỷ trọng của các loại tiền tệ khác (Euro, Nhân dân tệ) và vàng sẽ tăng trong cùng kỳ. Điều này phù hợp với dự báo của JPMorgan về việc đồng đô la Mỹ suy yếu trong năm 2025, đặc biệt khi mà các dữ liệu về lạm phát đang đi về mức 2% như mục tiêu của Fed, giới đầu tư đang kỳ vọng Cục dự trữ liên bang của Mỹ sẽ hạ lãi suất 2 lần trong năm nay. Theo CME FedWatch, tỷ lệ Fed sẽ hạ lãi suất trong tháng 9 tăng mạnh lên 54,9% và hạ 1 lần nữa vào cuối năm 2025 tăng lên mức hơn 40% với kỳ vọng tổng mức hạ lãi suất trong năm nay đạt mức 0,5%. Đây là tín hiệu tích cực cho giá kim loại quý khi USD suy yếu. Đồng thời những rủi ro địa chính trị tại Trung Đông và Ukraine, tiếp tục thúc đẩy nhu cầu trú ẩn của vàng và bạc. Ngoài vàng là lựa chọn hàng đầu thì Bạc vật chất cũng là kim loại quý đang được giới đầu tư lựa chọn làm tài sản trú ẩn, với đà tăng mạnh mẽ vượt trội hơn vàng trong quý 2 (mức tăng hơn 31% kể từ mức đáy trong tháng 4), bạc đang cho thấy tiềm năng tăng giá mạnh mẽ khi kinh tế phục hồi nếu Fed hạ lãi suất vào cuối năm nay. Theo nhận định của Robert Kiyosaki, tác giả cuốn sách: “Cha giàu, cha nghèo”, giá bạc có thể đạt 70 USD/ounce (tăng hơn 89% so với mức giá hiện tại) và xa hơn có thể là mức 200 USD. Nguồn: Tổng hợp Báo cáo việc làm Mỹ tháng 5 bất ngờ cao hơn dự báo, vững vàng trước nỗi lo thuế quan: Fed có lý do tiếp tục giữ nguyên lãi suất?",0.057236,0.057236,0.615212,0.615212,0.057236,0.284083,-0.162273,0.66959,-0.081683
2025-06-24,Tài sản các thị trường mới nổi đang vượt trội hơn thị trường phát triển,Tài sản các thị trường mới nổi đang vượt trội hơn thị trường phát triển,0.961948,0.961948,0.969782,0.969782,0.961948,0.510038,0.904712,0.58387,-0.235235
2025-06-24,Nền tảng Đầu tư $100 Tỷ của JPMorgan Thêm Giao Dịch Thu Nhập Cố Định,Nền tảng Đầu tư $100 Tỷ của JPMorgan Thêm Giao Dịch Thu Nhập Cố Định,0.673582,0.673582,0.678772,0.678772,0.673582,0.564553,-0.288367,0.578168,-0.251739
2025-07-10,JP Morgan khuyến nghị mua cổ phiếu Việt Nam,JP Morgan khuyến nghị mua cổ phiếu Việt Nam,0.395336,0.395336,0.593193,0.593193,0.395336,0.508147,-0.278245,0.549162,-0.187468
2025-07-11,"JPMorgan nâng đánh giá chứng khoán Việt Nam, dự báo VN-Index đạt 1.500 - 1.600 điểm","JPMorgan nâng đánh giá chứng khoán Việt Nam, dự báo VN-Index đạt 1.500 - 1.600 điểm",0.019175,0.019175,0.971089,0.971089,0.019175,0.345157,-0.376161,0.550511,-0.053212
2025-07-12,"CEO JPMorgan: Có tới 40-50% khả năng Fed tăng lãi suất, không thể xem thường áp lực lạm phát","TIN MỚI CEO Jamie Dimon của JPMorgan Chase cho rằng thị trường tài chính đang đánh giá thấp khả năng lãi suất Mỹ sẽ tiếp tục tăng. Ông mô tả đây là một kịch bản “đáng lo ngại”. Cục Dự trữ Liên bang Mỹ (Fed) tháng trước đã nhất trí giữ nguyên lãi suất ở phạm vi 4,25% - 4,5%. Tuy nhiên, Chủ tịch Fed Jerome Powell cảnh báo về nguy cơ lạm phát “đáng kể” phía trước. Người tiêu dùng sẽ phải trả giá cao hơn do chính quyền Mỹ lên kế hoạch áp thuế nhập khẩu. Tổng thống Mỹ Donald Trump đã yêu cầu Fed cắt giảm lãi suất mạnh tay ngay lập tức, đồng thời kêu gọi ông Powell từ chức. Phát biểu tại một sự kiện do Bộ Ngoại giao Ireland tổ chức, ông Dimon cho biết dự đoán về khả năng Fed tiếp tục nâng lãi suất của ông “cao hơn bất kỳ ai khác”. “Thị trường hiện đang dự đoán có 20% khả năng FED tăng lãi suất. Còn tôi cho là khoảng 40% đến 50%. Đó là điều đáng lo ngại”, ông nói. CEO Dimon lý giải quan điểm của mình dựa trên áp lực giá cả gia tăng. Các chính sách thuế quan, chính sách di cư và thâm hụt ngân sách của chính phủ Mỹ đều làm tăng lạm phát. Ông cũng lưu ý rằng việc tái cấu trúc thương mại toàn cầu và sự thay đổi nhân khẩu học trên thế giới cũng có xu hướng gây áp lực lạm phát. JPMorgan Chase hiện nắm thị phần lớn nhất trong mảng tài khoản tiêu dùng tại Mỹ, chiếm 11,3% tổng tiền gửi cá nhân. CEO Dimon mô tả các dữ liệu theo thời gian thực về nền kinh tế Mỹ là “gần như không thể đọc nổi”. Tiếng nói của vị CEO kỳ cựu này có sức ảnh hưởng hàng đầu tại Phố Wall. Ông đã điều hành JPMorgan 19 năm. Gần đây, ông cũng cảnh báo về tình trạng tự mãn trên thị trường tài chính, sau các chính sách thuế quan của ông Trump và những bất ổn trong thương mại toàn cầu. “Đáng tiếc là tôi nghĩ thị trường đang tỏ ra tự mãn và phần nào trở nên thiếu nhạy cảm với các rủi ro”, ông nhận định. ﻿Theo Reuters",-0.122979,0.122979,0.79584,0.79584,-0.122979,0.189112,-0.142154,0.410796,0.063293
2025-07-15,JPMorgan Chase Vượt Dự Toán Với Lợi Nhuận Quý $14.9 Tỷ,JPMorgan Chase Vượt Dự Toán Với Lợi Nhuận Quý $14.9 Tỷ,0.218929,0.218929,0.767862,0.767862,0.218929,0.199051,0.341908,0.396915,0.050164
2025-07-24,Ngành crypto cầu cứu Trump: JPMorgan đang âm thầm “đánh thuế dữ liệu” người dùng,Ngành crypto cầu cứu Trump: JPMorgan đang âm thầm “đánh thuế dữ liệu” người dùng,-0.782895,0.782895,0.795054,0.795054,-0.782895,-0.128265,-1.001824,0.501883,0.279134
2025-07-31,JPMorgan bắt tay Coinbase: Dấu hiệu tích cực từ các tổ chức lớn đối với thị trường tiền số,JPMorgan bắt tay Coinbase: Dấu hiệu tích cực từ các tổ chức lớn đối với thị trường tiền số,0.982353,0.982353,0.986212,0.986212,0.982353,0.241941,1.765248,0.531307,-0.011847
2025-08-08,JPMorgan dự báo Fed giảm lãi suất tháng 9,JPMorgan dự báo Fed giảm lãi suất tháng 9,-0.053973,0.053973,0.862311,0.862311,-0.053973,0.143303,-1.036326,0.540705,0.059726
2025-09-09,Fed hạ lãi suất là tin xấu cho thị trường chứng khoán?,Fed hạ lãi suất là tin xấu cho thị trường chứng khoán?,-0.958555,0.958555,0.96743,0.96743,-0.958555,-0.223983,-0.904581,0.660032,0.316344
2025-09-10,CEO JPMorgan gióng hồi chuông cảnh báo nền kinh tế lớn nhất thế giới: Xuất hiện dấu hiệu suy yếu khi việc làm điều chỉnh giảm sâu nhất 20 năm,"TIN MỚI Bộ Lao động Mỹ đã điều chỉnh giảm 911.000 việc làm phi nông nghiệp so với ước tính ban đầu trong giai đoạn tháng 3/2024 đến tháng 3/2025. Mức điều chỉnh này cao hơn dự báo của Phố Wall và là đợt điều chỉnh lớn nhất trong hơn 20 năm. “Tôi nghĩ nền kinh tế đang suy yếu. Tôi không chắc nền kinh tế có đi đến suy thoái hay chỉ đơn giản là đang chậm lại”, ông Dimon nói. Việc điều chỉnh cho thấy nền kinh tế lớn nhất thế giới tạo ra ít việc làm hơn nhiều so với dự tính. Trước đó, một báo cáo cho thấy tăng trưởng việc làm gần như chững lại trong tháng 7, chỉ bổ sung 73.000 việc làm. Tổng thống Donald Trump đã sa thải Ủy viên Cục Thống kê Lao động vài giờ sau khi báo cáo này được công bố vào tháng trước. Số liệu tháng 8 cũng cho thấy sự suy yếu, khi việc làm phi nông nghiệp chỉ tăng thêm 22.000 việc làm mới. Nhà đầu tư đặc biệt chú ý đến quan điểm của ông Jamie Dimon về kinh tế, bởi ông đã nhiều năm dẫn dắt ngân hàng lớn nhất nước Mỹ qua nhiều giai đoạn biến động. Tuy vậy, ông cũng thường cảnh báo những rủi ro chưa chắc sẽ xảy ra ngay. CEO Dimon cho biết JPMorgan nắm trong tay một lượng dữ liệu lớn về người tiêu dùng, doanh nghiệp và thương mại toàn cầu. Phần lớn người tiêu dùng vẫn có việc làm và vẫn chi tiêu tùy theo mức thu nhập, nhưng niềm tin có thể vừa mới bị ảnh hưởng. “Có rất nhiều yếu tố khác nhau trong nền kinh tế hiện nay. Chúng ta phải chờ xem”, ông Dimon nói. CEO JPMorgan Chase cho biết Cục Dự trữ Liên bang (Fed) “có lẽ” sẽ giảm lãi suất chuẩn tại cuộc họp trong tháng này, dù bước đi đó “có thể không tác động nhiều đến nền kinh tế”. Theo CNBC﻿",0.057667,0.057667,0.45882,0.45882,0.057667,-0.1301,1.016222,0.592364,0.219155
2025-09-19,JPMorgan cảnh báo nguy cơ lao dốc nếu lợi nhuận AI không đạt kỳ vọng,JPMorgan cảnh báo nguy cơ lao dốc nếu lợi nhuận AI không đạt kỳ vọng,-0.884815,0.884815,0.916668,0.916668,-0.884815,-0.381671,-0.942482,0.612643,0.37795
2025-09-28,JPMorgan hạ xếp hạng cổ phiếu CleanSpark xuống mức trung lập do lo ngại về định giá,JPMorgan hạ xếp hạng cổ phiếu CleanSpark xuống mức trung lập do lo ngại về định giá,-0.148947,0.148947,0.81136,0.81136,-0.148947,-0.304097,0.735868,0.586067,0.28654
2025-10-02,Jack Ma đón tin vui: JPMorgan nâng giá mục tiêu cổ phiếu Alibaba tại Hồng Kông lên gần 45%,"TIN MỚI Theo đó, JPMorgan đặt mục tiêu mới cho cổ phiếu của tập đoàn mà tỷ phú lừng danh Jack Ma đồng sáng lập ở mức 240 đô la Hồng Kông (tương đương 31 USD) mỗi cổ phiếu vào cuối năm 2026, cao hơn 36% so với giá đóng cửa hôm thứ Ba. Nhóm phân tích do Alex Yao dẫn đầu cho biết mức định giá ở 12 lần lợi nhuận dự kiến cho năm tài chính 2028 của Alibaba “mang lại dư địa tăng trưởng đáng kể”, nhờ triển vọng cải thiện doanh thu mảng điện toán đám mây và sự cộng hưởng ngày càng lớn giữa hoạt động trí tuệ nhân tạo (AI) và thương mại điện tử. Trong tháng 9, cổ phiếu Alibaba tại Hồng Kông đã tăng 53%, trở thành mã có diễn biến tốt nhất trên chỉ số Hang Seng. Sự lạc quan của nhà đầu tư được thúc đẩy sau khi công ty công bố kế hoạch tăng chi tiêu cho AI vượt mục tiêu ban đầu hơn 53 tỷ USD, cùng với việc ký kết quan hệ hợp tác mới với Nvidia Corp. “Alibaba có vị thế để tham gia ở mọi giai đoạn – từ hạ tầng tính toán, nền tảng cho đến ứng dụng – đồng thời trực tiếp cải thiện hiệu quả kinh tế cho các thương nhân trong lĩnh vực AI tạo sinh,” Yao nhận định. Báo cáo cũng khuyến nghị nhà đầu tư nên bỏ qua tác động tiêu cực từ cuộc chiến giao đồ ăn và thương mại nhanh dự kiến sẽ diễn ra trong năm 2027. Đáng chú ý, việc nâng giá mục tiêu lần này được đưa ra bởi chính nhóm phân tích mà vào tháng 3/2022 từng gây tranh cãi khi mô tả một số cổ phiếu internet Trung Quốc là “không thể đầu tư”. Nguồn: Tổng hợp﻿ Jack Ma tái xuất: Trung Quốc phát tín hiệu hòa giải với Big Tech, kỷ nguyên Alibaba sắp quay trở lại",0.275478,0.275478,0.708495,0.708495,0.275478,-0.110905,0.424425,0.600558,0.121264
